car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,on line price ,demand
1,2,1516,5,23,0.172413793,16800,1,0,1,1,15,5500,0.07,70.1,2.613793103
4,1,2720,7,27,0.065789474,12000,1,0,1,1,30,8200,0.4333,200,1.789473684
1,2,1516,5,31,0.25862069,16800,1,1,3,2,50,5500,0.0996,171.044,3.920689655
1,2,5071,11,22,0.166666667,9300,1,1,3,2,60,5500,0.1233,100,8.451666667
3,2,273,14,10,0.6,7050,0,1,1,1,10,5500,0.2342,50,1.638
1,2,2315,9,25,0.1719,12000,1,0,2,1,10,5500,0.0342,100,3.979485
3,2,1562,4,4,0.1,14800,1,0,1,1,10,5500,0.12,21.03,1.562
3,2,273,14,25,0.1719,7050,1,0,1,1,10,5500,0.0342,100,0.469287
4,1,2720,7,31,0.0896,12000,1,0,2,1,35,8200,0.0996,100,2.43712
1,2,1951,7,7,0.166666667,14300,1,1,3,2,15,5500,0.0511,52.575,3.251666667
2,3,2009,10,21,0.2688,11900,1,0,1,1,20,9100,0.1104,35,5.400192
3,2,698,15,16,0.2,6600,1,1,3,2,30,5500,0.0912,45,1.396
1,2,1516,5,17,0.1724,16800,1,0,1,1,10,5500,0.1275,49.07,2.613584
2,3,3221,2,28,0.25862069,17500,1,0,1,1,40,9100,0.107,300,8.330172414
1,2,747,3,18,0.4299,19300,1,0,2,1,10,5500,0.1417,50,3.211353
2,3,3221,2,34,0.0277,17500,1,1,3,1,35,9100,0.1934,4823,0.892217
1,2,1951,7,31,0.25862069,14300,1,1,3,1,30,5500,0.0996,171.044,5.045689655
2,3,3221,2,15,0.166666667,17500,1,1,3,2,100,9100,0.1135,35,5.368333333
1,2,1800,13,2,3.229166667,8300,0,1,2,1,3,5500,0.03,7,58.125
3,2,9315,10,10,0.17,9700,0,1,2,1,10,5500,0.2342,50,15.8355
2,3,2098,4,29,0.0277,16000,1,1,3,2,70,9100,0.1151,200,0.581146
1,2,747,3,33,0.172413793,19300,1,1,3,2,50,5500,0.0554,1073.231,1.287931034
1,2,2031,10,13,0.0859,10700,1,1,3,1,10,5500,0.0951,39.957,1.744629
2,3,107371,3,36,0.0277,17000,1,1,3,2,250,9100,0.1,10701.466,29.741767
2,3,3221,2,23,0.0554,17500,1,0,1,1,15,9100,0.07,150,1.784434
1,2,1516,5,29,0.172413793,16800,1,0,2,1,50,5500,0.1151,44.163,2.613793103
2,3,2098,4,31,0.0896,16000,1,1,3,1,30,9100,0.0996,175.951,1.879808
1,2,747,3,7,0.166666667,19300,1,1,3,1,10,5500,0.0511,52.575,1.245
1,2,5071,11,26,0.25862069,9300,1,1,3,1,20,5500,0.0662,230,13.11465517
2,3,2098,4,17,0.0831,16000,1,0,2,1,10,9100,0.1275,56.08,1.743438
1,2,1951,7,25,0.1719,14300,1,1,3,1,10,5500,0.0342,250,3.353769
3,2,273,14,28,0.8,7050,1,1,3,2,80,5500,0.107,205,2.184
4,1,1055,3,20,0.344827586,15700,1,1,3,1,20,8200,0.1143,246,3.637931034
3,2,5864,8,4,0.1,10450,1,1,3,2,20,5500,0.12,42.06,5.864
3,2,814,13,25,0.1719,7500,1,0,2,1,10,5500,0.0342,100,1.399266
1,2,1800,13,16,0.0859,8300,1,1,3,2,20,5500,0.0912,180.157,1.5462
4,1,5457,8,11,0.197368421,11900,1,0,2,1,15,8200,0.0552,50,10.77039474
3,2,5937,7,5,0.64,11050,1,0,2,1,10,5500,0.1053,37.854,37.9968
1,2,350,2,33,0.172413793,23100,1,1,3,2,50,5500,0.0554,1082.344,0.603448276
3,2,457,2,4,0.1,17400,1,1,3,2,20,5500,0.12,56.08,0.457
3,2,3800,6,31,0.07,11500,1,0,1,1,35,5500,0.0996,170,2.66
4,1,874,2,20,0.344827586,20000,1,0,1,1,25,8200,0.1143,100,3.013793103
1,2,792,1,4,0.1724,25200,0,1,1,1,10,5500,0.1244,24.535,1.365408
3,2,3003,12,6,0.8,7950,0,1,2,1,10,5500,0.1249,14.02,24.024
2,3,5772,7,29,0.0277,14000,1,0,1,1,50,9100,0.1151,150,1.598844
2,3,5772,7,25,0.0277,14000,1,1,3,2,20,9100,0.0342,150,1.598844
3,2,3003,12,23,0.08,7950,1,1,3,2,40,5500,0.07,328,2.4024
1,2,1516,5,17,0.1724,16800,0,1,2,1,10,5500,0.1275,49.07,2.613584
4,1,2720,7,15,0.065789474,12000,1,1,3,1,100,8200,0.1135,124,1.789473684
2,3,1368,8,26,0.0896,12500,1,1,3,1,20,9100,0.0662,385,1.225728
3,2,698,15,6,0.8,6600,1,1,1,1,10,5500,0.1249,15,5.584
4,1,2720,7,6,0.858333333,12000,1,1,3,2,20,8200,0.1249,33,23.34666667
4,1,2720,7,34,0.263157895,12000,1,1,3,1,30,8200,0.1934,3020,7.157894737
1,2,792,1,31,0.25862069,25200,1,1,3,2,50,5500,0.0996,100,2.048275862
2,3,5772,7,1,0.3047,14000,0,1,1,1,0,9100,0.0229,2,17.587284
2,3,3221,2,8,0.0831,17500,1,1,3,1,10,9100,0.0924,37.153,2.676651
1,2,4414,8,26,0.25862069,12500,1,1,3,2,40,5500,0.0662,230,11.41551724
3,2,3571,11,7,0.2,8500,1,0,1,1,5,5500,0.0511,30,7.142
1,2,1924,12,22,0.166666667,8700,1,0,2,1,40,5500,0.1233,30,3.206666667
1,2,1516,5,21,0.431034483,16800,1,0,1,1,20,5500,0.1104,84.12,6.534482759
1,2,2031,10,21,0.5159,10700,0,1,2,1,20,5500,0.1104,98.14,10.477929
3,2,3003,12,31,0.4,7950,1,0,2,1,35,5500,0.0996,150,12.012
4,1,2632,6,31,0.0896,13700,1,0,2,1,35,8200,0.0996,100,2.358272
2,3,2757,5,36,0.0277,16000,1,0,2,1,150,9100,0.1,1752.5,0.763689
3,2,9315,10,36,0.001,9700,1,0,2,1,100,5500,0.1,2000,0.09315
4,1,2392,5,14,0.263157895,13800,1,0,2,1,15,8200,0.1249,40,6.294736842
3,2,5864,8,4,0.1,10450,1,1,1,1,10,5500,0.12,42.06,5.864
3,2,5864,8,34,0.11,10450,1,1,3,1,35,5500,0.1934,1706,6.4504
4,1,146,1,29,0.0277,20500,1,1,3,2,70,8200,0.1151,499,0.040442
1,2,1951,7,21,0.431034483,14300,1,1,3,1,20,5500,0.1104,182.26,8.409482759
1,2,5071,11,28,0.25862069,9300,1,0,1,1,100,5500,0.107,140.2,13.11465517
3,2,5864,8,18,0.8,10450,1,1,3,2,40,5500,0.1417,90,46.912
4,1,1841,4,22,0.131578947,15000,1,0,2,1,10,8200,0.1233,40,2.422368421
4,1,1055,3,32,0.263157895,15700,1,0,1,1,20,8200,0.0525,100,2.776315789
2,3,107371,3,9,0.0831,17000,1,1,2,1,10,9100,0.06,60,89.225301
1,2,1800,13,21,0.5159,8300,1,0,1,1,20,5500,0.1104,70,9.2862
4,1,146,1,9,0.263157895,20500,1,1,3,1,15,8200,0.06,39,0.384210526
3,2,26,1,34,0.11,18400,1,0,1,1,35,5500,0.1934,1808,0.0286
2,3,2009,10,20,0.344827586,11900,1,0,1,1,15,9100,0.1143,30,6.927586207
3,2,3995,5,22,0.8,13000,1,1,3,2,10,5500,0.1233,60,31.96
2,3,3221,2,16,0.0554,17500,1,1,3,2,20,9100,0.0912,180.157,1.784434
1,2,747,3,32,0.001,19300,0,1,1,1,20,5500,0.0525,146.509,0.00747
1,2,2315,9,18,0.4299,12000,1,1,3,2,20,5500,0.1417,160,9.952185
3,2,3003,12,3,0.4,7950,1,1,3,1,5,5500,0.0563,30,12.012
4,1,2632,6,4,0.263157895,13700,1,0,1,1,10,8200,0.1244,10,6.926315789
2,3,107371,3,21,0.0831,17000,0,1,1,1,20,9100,0.1104,35,89.225301
4,1,146,1,26,0.0896,20500,1,0,1,1,30,8200,0.0662,100,0.130816
3,2,814,13,4,0.4,7500,0,1,2,1,10,5500,0.12,24.535,3.256
3,2,1562,4,26,0.13,14800,1,1,3,2,40,5500,0.0662,207.496,2.0306
3,2,3003,12,27,0.13,7950,1,0,2,1,30,5500,0.4333,100,3.9039
3,2,3800,6,23,0.08,11500,1,0,2,1,15,5500,0.07,100,3.04
4,1,1841,4,14,0.263157895,15000,1,1,3,2,30,8200,0.1249,77,4.844736842
4,1,1841,4,4,0.263157895,15000,1,0,2,1,10,8200,0.1244,10,4.844736842
1,2,1800,13,20,0.7738,8300,1,0,1,1,15,5500,0.1143,90,13.9284
1,2,747,3,5,0.1724,19300,1,0,1,1,10,5500,0.1053,37.854,1.287828
4,1,1055,3,14,0.263157895,15700,1,1,3,2,30,8200,0.1249,77,2.776315789
1,2,2213,6,19,0.25862069,15500,1,1,3,2,20,5500,0.1417,151,5.723275862
2,3,5772,7,14,0.1108,14000,1,0,1,1,15,9100,0.1249,42.06,6.395376
2,3,5772,7,18,0.0831,14000,1,1,3,1,10,9100,0.1417,130,4.796532
4,1,2720,7,9,0.263157895,12000,1,1,3,1,10,8200,0.06,27,7.157894737
3,2,26,1,9,0.7,18400,1,0,2,1,10,5500,0.06,40,0.182
4,1,5457,8,18,0.526315789,11900,1,1,3,1,15,8200,0.1417,230,28.72105263
1,2,1951,7,11,0.25862069,14300,0,1,1,1,15,5500,0.0552,42.06,5.045689655
3,2,814,13,20,0.6,7500,1,1,3,1,20,5500,0.1143,46.09,4.884
2,3,7212,6,2,1.568530702,15500,0,1,1,1,3,9100,0.03,7,113.1224342
1,2,2315,9,32,0.001,12000,1,1,3,1,20,5500,0.0525,777,0.02315
3,2,698,15,18,0.8,6600,1,1,3,1,15,5500,0.1417,70,5.584
4,1,5457,8,25,0.0277,11900,1,1,3,1,5,8200,0.0342,350,1.511589
1,2,4414,8,9,0.3439,12500,0,1,2,1,10,5500,0.06,30,15.179746
1,2,4414,8,22,0.166666667,12500,1,1,3,1,40,5500,0.1233,100,7.356666667
3,2,9315,10,28,0.06,9700,1,0,1,1,40,5500,0.107,100,5.589
1,2,747,3,28,0.25862069,19300,1,1,2,1,100,5500,0.107,351.902,1.931896552
2,3,107371,3,7,0.0831,17000,1,1,2,1,10,9100,0.0511,59,89.225301
3,2,26,1,23,0.08,18400,1,1,3,1,15,5500,0.07,451,0.0208
4,1,2632,6,1,0.448,13700,1,1,3,2,1,8200,0.0229,19,11.79136
2,3,1604,9,25,0.0277,12400,1,1,3,2,20,9100,0.0342,198,0.444308
3,2,698,15,6,0.8,6600,1,1,3,2,20,5500,0.1249,15,5.584
3,2,3995,5,11,0.02,13000,1,0,1,1,20,5500,0.0552,50,0.799
3,2,3571,11,35,0.8,8500,1,0,2,1,20,5500,0.0618,700,28.568
2,3,1368,8,27,0.0896,12500,1,1,3,2,30,9100,0.4333,13350,1.225728
3,2,3800,6,27,0.13,11500,1,0,2,1,30,5500,0.4333,100,4.94
2,3,1368,8,10,0.985663082,12500,1,1,3,1,10,9100,0.2342,60,13.48387097
4,1,1055,3,26,0.0896,15700,1,1,3,2,60,8200,0.0662,253,0.94528
2,3,5772,7,8,0.0831,14000,1,1,2,1,10,9100,0.0924,37.153,4.796532
3,2,26,1,29,0.001,18400,1,1,3,1,35,5500,0.1151,71,0.00026
3,2,3003,12,6,0.8,7950,0,1,1,1,10,5500,0.1249,14.02,24.024
3,2,26,1,12,0.7,18400,1,1,3,2,30,5500,0.1297,70,0.182
2,3,2009,10,13,0.0896,11900,1,1,2,1,10,9100,0.0951,122,1.800064
3,2,3800,6,11,0.02,11500,1,0,2,1,20,5500,0.0552,50,0.76
1,2,2315,9,18,0.4299,12000,1,0,1,1,10,5500,0.1417,50,9.952185
3,2,5864,8,36,0.001,10450,1,1,3,2,240,5500,0.1,6120,0.05864
4,1,2720,7,35,0.394736842,12000,1,0,1,1,40,8200,0.0618,300,10.73684211
3,2,5937,7,28,0.06,11050,1,0,2,1,40,5500,0.107,100,3.5622
1,2,4414,8,25,0.1719,12500,1,0,2,1,10,5500,0.0342,100,7.587666
2,3,2757,5,28,0.25862069,16000,1,1,1,1,40,9100,0.107,1124,7.130172414
3,2,26,1,15,0.01,18400,1,0,1,1,100,5500,0.1135,80,0.0026
2,3,686,1,16,0.0554,19500,1,0,1,1,10,9100,0.0912,60,0.380044
4,1,2632,6,21,0.131578947,13700,1,0,1,1,20,8200,0.1104,40,3.463157895
4,1,1289,9,34,0.263157895,11500,1,1,3,2,60,8200,0.1934,3020,3.392105263
1,2,1951,7,10,0.517241379,14300,1,1,3,2,20,5500,0.2342,60,10.09137931
1,2,550,4,33,0.172413793,17400,1,0,2,1,40,5500,0.0554,490.7,0.948275862
2,3,1368,8,34,0.3584,12500,1,0,2,1,30,9100,0.1934,500,4.902912
4,1,2632,6,27,0.065789474,13700,1,1,3,2,50,8200,0.4333,414,1.731578947
4,1,5457,8,17,0.263157895,11900,1,1,3,1,10,8200,0.1275,109,14.36052632
3,2,3003,12,4,0.4,7950,1,1,3,2,20,5500,0.12,42.06,12.012
2,3,3221,2,35,0.0554,17500,1,0,1,1,40,9100,0.0618,487.195,1.784434
3,2,3995,5,22,0.8,13000,1,0,1,1,5,5500,0.1233,60,31.96
1,2,1951,7,13,0.0859,14300,1,0,2,1,10,5500,0.0951,21.03,1.675909
4,1,2632,6,16,0.328947368,13700,1,1,3,2,40,8200,0.0912,152,8.657894737
4,1,2720,7,9,0.263157895,12000,1,0,2,1,10,8200,0.06,10,7.157894737
1,2,1951,7,34,0.603448276,14300,1,0,2,1,40,5500,0.1934,1051.5,11.77327586
3,2,814,13,4,0.4,7500,1,1,3,2,20,5500,0.12,42.06,3.256
3,2,4549,9,32,0.05,9900,1,1,3,1,20,5500,0.0525,1200,2.2745
2,3,7212,6,6,0.470559211,15500,1,1,3,1,10,9100,0.1249,24,33.93673026
2,3,2757,5,10,0.1939,16000,1,1,3,1,10,9100,0.2342,60,5.345823
2,3,686,1,35,0.0554,19500,1,0,1,1,40,9100,0.0618,487.195,0.380044
1,2,792,1,14,0.333333333,25200,1,0,1,1,15,5500,0.1249,42.06,2.64
2,3,3221,2,12,0.0896,17500,0,1,1,1,15,9100,0.1297,40,2.886016
1,2,2031,10,31,0.1719,10700,1,0,2,1,30,5500,0.0996,80.615,3.491289
2,3,2098,4,11,0.0554,16000,1,1,1,1,15,9100,0.0552,86,1.162292
1,2,1924,12,26,0.25862069,8700,1,1,3,1,20,5500,0.0662,230,4.975862069
4,1,2632,6,9,0.263157895,13700,1,0,2,1,10,8200,0.06,10,6.926315789
2,3,2757,5,7,0.0831,16000,1,1,1,1,10,9100,0.0511,59,2.291067
1,2,550,4,26,0.25862069,17400,1,1,3,1,20,5500,0.0662,207.496,1.422413793
3,2,3800,6,16,0.08,11500,1,0,1,1,10,5500,0.0912,30,3.04
1,2,2031,10,19,0.4299,10700,1,1,3,1,10,5500,0.1417,130,8.731269
3,2,3995,5,28,0.06,13000,1,1,3,2,80,5500,0.107,205,2.397
1,2,2213,6,16,0.25862069,15500,1,1,3,1,10,5500,0.0912,180.157,5.723275862
4,1,2392,5,26,0.0896,13800,1,0,1,1,30,8200,0.0662,20,2.143232
3,2,273,14,3,0.4,7050,1,1,3,1,5,5500,0.0563,30,1.092
2,3,1368,8,9,0.1792,12500,1,1,1,1,10,9100,0.06,41,2.451456
1,2,350,2,21,0.166666667,23100,0,1,2,1,20,5500,0.1104,119.17,0.583333333
4,1,5457,8,4,0.263157895,11900,1,1,3,1,10,8200,0.1244,28,14.36052632
1,2,550,4,17,0.1724,17400,1,1,3,1,10,5500,0.1275,100.243,0.9482
4,1,874,2,23,0.263157895,20000,1,1,3,1,15,8200,0.07,225,2.3
1,2,747,3,32,0.001,19300,1,0,1,1,20,5500,0.0525,105.15,0.00747
3,2,3800,6,20,0.28,11500,1,1,3,1,25,5500,0.1143,184,10.64
2,3,686,1,13,0.0831,19500,1,0,1,1,10,9100,0.0951,70,0.570066
4,1,874,2,3,0.263157895,20000,1,0,1,1,40,8200,0.0563,10,2.3
1,2,5071,11,26,0.25862069,9300,1,0,2,1,20,5500,0.0662,115,13.11465517
2,3,3221,2,13,0.0831,17500,1,1,2,1,10,9100,0.0951,435,2.676651
1,2,792,1,14,0.333333333,25200,1,1,1,1,15,5500,0.1249,89.027,2.64
2,3,2757,5,29,0.0277,16000,1,0,1,1,50,9100,0.1151,150,0.763689
1,2,5071,11,19,0.1719,9300,1,0,1,1,10,5500,0.1417,50,8.717049
2,3,1368,8,31,0.0896,12500,1,0,1,1,30,9100,0.0996,178.054,1.225728
2,3,1604,9,4,0.1724,12400,0,1,2,1,10,9100,0.1244,24.535,2.765296
2,3,1604,9,2,3.193287037,12400,1,1,3,1,3,9100,0.03,14,51.22032407
3,2,273,14,32,0.4,7050,1,1,3,2,50,5500,0.0525,426,1.092
2,3,3221,2,20,0.344827586,17500,1,1,3,1,15,9100,0.1143,182,11.10689655
2,3,1368,8,4,0.1724,12500,1,1,3,2,20,9100,0.1244,56.08,2.358432
1,2,747,3,5,0.1724,19300,1,1,2,1,10,5500,0.1053,37.854,1.287828
3,2,3800,6,19,0.11,11500,1,0,1,1,20,5500,0.1417,90,4.18
3,2,4549,9,9,0.17,9900,0,1,1,1,10,5500,0.06,35.05,7.7333
1,2,4414,8,5,0.1719,12500,1,1,3,2,20,5500,0.1053,39,7.587666
2,3,2098,4,20,0.344827586,16000,1,1,3,1,15,9100,0.1143,182,7.234482759
2,3,2757,5,6,0.470559211,16000,1,1,3,2,20,9100,0.1249,24,12.97331743
3,2,1523,3,23,0.08,15300,1,0,2,1,15,5500,0.07,130,1.2184
1,2,1924,12,17,0.1719,8700,1,1,1,1,10,5500,0.1275,110,3.307356
1,2,2213,6,5,0.1724,15500,1,0,2,1,10,5500,0.1053,37.854,3.815212
2,3,2009,10,2,3.193287037,11900,1,1,3,2,10,9100,0.03,14,64.15313657
4,1,1055,3,28,0.328947368,15700,1,0,2,1,40,8200,0.107,100,3.470394737
1,2,1951,7,10,0.517241379,14300,1,1,3,1,10,5500,0.2342,60,10.09137931
1,2,1951,7,11,0.25862069,14300,1,1,3,2,30,5500,0.0552,68.698,5.045689655
2,3,2098,4,33,0.0831,16000,1,1,3,1,40,9100,0.0554,394,1.743438
2,3,2098,4,13,0.0831,16000,1,1,3,1,10,9100,0.0951,435,1.743438
1,2,2213,6,17,0.1724,15500,1,1,3,2,20,5500,0.1275,100.243,3.815212
4,1,1289,9,20,0.344827586,11500,1,0,1,1,20,8200,0.1143,100,4.444827586
2,3,2757,5,4,0.1724,16000,1,0,1,1,10,9100,0.1244,21.03,4.753068
4,1,5457,8,11,0.197368421,11900,1,1,3,2,30,8200,0.0552,93,10.77039474
3,2,814,13,27,0.13,7500,1,1,3,2,50,5500,0.4333,413,1.0582
1,2,747,3,14,0.344827586,19300,1,0,1,1,15,5500,0.1249,42.06,2.575862069
1,2,747,3,6,0.51490162,19300,0,1,1,1,10,5500,0.1249,14.02,3.846315104
1,2,2213,6,4,0.1724,15500,1,1,3,2,20,5500,0.1244,42.06,3.815212
3,2,26,1,6,0.85,18400,1,1,2,1,10,5500,0.1249,50.472,0.221
2,3,686,1,6,0.470559211,19500,1,1,1,1,10,9100,0.1249,24,3.228036184
1,2,550,4,13,0.0859,17400,1,1,3,1,10,5500,0.0951,39.957,0.47245
2,3,7212,6,32,0.7168,15500,1,0,2,1,20,9100,0.0525,100,51.695616
3,2,5937,7,23,0.08,11050,1,0,2,1,15,5500,0.07,100,4.7496
1,2,4414,8,36,0.4299,12500,1,1,3,1,120,5500,0.1,6776,18.975786
1,2,2031,10,31,0.1719,10700,1,1,3,2,50,5500,0.0996,171.044,3.491289
1,2,1924,12,4,0.1719,8700,1,1,3,2,20,5500,0.1244,42.06,3.307356
3,2,26,1,25,0.1719,18400,1,1,3,2,20,5500,0.0342,250,0.044694
1,2,550,4,19,0.25862069,17400,1,0,2,1,10,5500,0.1417,50,1.422413793
2,3,3221,2,35,0.0554,17500,1,1,2,1,40,9100,0.0618,3370.408,1.784434
2,3,2098,4,9,0.0831,16000,1,1,1,1,10,9100,0.06,60,1.743438
1,2,5071,11,35,0.2579,9300,1,1,3,2,60,5500,0.0618,3180,13.078109
1,2,4414,8,24,0.0862,12500,1,1,2,1,10,5500,0.1275,99.542,3.804868
1,2,550,4,8,0.086206897,17400,1,1,3,2,20,5500,0.0924,37.153,0.474137931
2,3,2757,5,8,0.0831,16000,1,1,3,1,10,9100,0.0924,37.153,2.291067
4,1,1841,4,15,0.065789474,15000,1,0,1,1,50,8200,0.1135,40,1.211184211
3,2,3003,12,25,0.1719,7950,1,1,3,2,20,5500,0.0342,250,5.162157
3,2,5864,8,4,0.1,10450,1,0,2,1,10,5500,0.12,21.03,5.864
1,2,792,1,17,0.1724,25200,1,1,1,1,10,5500,0.1275,103.748,1.365408
2,3,107371,3,35,0.0554,17000,1,1,3,2,60,9100,0.0618,3370.408,59.483534
3,2,3800,6,20,0.28,11500,1,1,3,2,50,5500,0.1143,184,10.64
3,2,698,15,19,0.11,6600,1,1,3,1,15,5500,0.1417,140,0.7678
1,2,747,3,5,0.1724,19300,1,0,2,1,10,5500,0.1053,37.854,1.287828
1,2,1516,5,31,0.25862069,16800,1,1,1,1,30,5500,0.0996,171.044,3.920689655
1,2,2031,10,17,0.1719,10700,1,1,3,2,20,5500,0.1275,110,3.491289
3,2,698,15,9,0.12,6600,1,1,3,1,10,5500,0.06,65,0.8376
2,3,1604,9,32,0.7168,12400,1,1,3,2,30,9100,0.0525,218,11.497472
2,3,686,1,31,0.0896,19500,1,1,1,1,30,9100,0.0996,175.951,0.614656
4,1,5457,8,36,0.026315789,11900,1,0,1,1,150,8200,0.1,1000,1.436052632
3,2,26,1,10,0.13,18400,1,1,3,2,20,5500,0.2342,100,0.0338
1,2,1800,13,15,0.166666667,8300,1,1,3,1,100,5500,0.1135,15,3
2,3,107371,3,9,0.0831,17000,1,1,3,1,10,9100,0.06,60,89.225301
3,2,1523,3,6,0.85,15300,0,1,2,1,10,5500,0.1249,14.02,12.9455
1,2,792,1,9,0.166666667,25200,1,1,1,1,10,5500,0.06,53.276,1.32
4,1,1841,4,19,0.328947368,15000,1,1,3,1,15,8200,0.1417,100,6.055921053
2,3,5772,7,32,0.7168,14000,1,1,3,2,30,9100,0.0525,254,41.373696
4,1,2720,7,7,0.197368421,12000,1,1,3,2,15,8200,0.0511,104,5.368421053
4,1,2720,7,23,0.263157895,12000,1,1,3,2,30,8200,0.07,200,7.157894737
1,2,1800,13,6,0.645833333,8300,0,1,1,1,10,5500,0.1249,14.02,11.625
2,3,1368,8,28,0.25862069,12500,1,1,3,2,150,9100,0.107,707,3.537931034
4,1,2720,7,20,0.344827586,12000,1,0,1,1,20,8200,0.1143,100,9.379310345
2,3,1368,8,25,0.0277,12500,1,1,3,2,20,9100,0.0342,198,0.378936
2,3,3221,2,2,1.568530702,17500,0,1,2,1,3,9100,0.03,7,50.5223739
2,3,1368,8,18,0.448,12500,1,0,1,1,10,9100,0.1417,70,6.12864
1,2,2315,9,27,0.4299,12000,1,0,1,1,10,5500,0.4333,100,9.952185
2,3,2098,4,22,0.554,16000,1,1,3,2,20,9100,0.1233,110,11.62292
1,2,1924,12,29,0.0859,8700,1,0,1,1,50,5500,0.1151,44.163,1.652716
1,2,1800,13,25,0.1719,8300,1,0,2,1,10,5500,0.0342,100,3.0942
3,2,814,13,6,0.8,7500,0,1,1,1,10,5500,0.1249,14.02,6.512
3,2,457,2,4,0.1,17400,1,0,2,1,10,5500,0.12,21.03,0.457
1,2,4414,8,21,0.5159,12500,1,0,1,1,20,5500,0.1104,70,22.771826
3,2,698,15,20,0.6,6600,1,0,1,1,20,5500,0.1143,30,4.188
4,1,1841,3,1,0.448,13880.12032,1,1,3,2,1,8200,0.0229,19,8.24768
2,3,686,1,6,0.470559211,19500,0,1,1,1,10,9100,0.1249,24,3.228036184
1,2,1516,5,24,0.0862,16800,1,1,1,1,10,5500,0.1275,99.542,1.306792
4,1,874,2,19,0.328947368,20000,1,0,2,1,30,8200,0.1417,70,2.875
3,2,3003,12,16,0.2,7950,1,1,3,1,10,5500,0.0912,45,6.006
2,3,1368,8,11,0.6272,12500,1,1,3,2,30,9100,0.0552,86,8.580096
1,2,350,2,11,0.166666667,23100,1,0,1,1,15,5500,0.0552,28.04,0.583333333
1,2,1800,13,14,0.0859,8300,1,1,2,1,15,5500,0.1249,89.027,1.5462
3,2,3800,6,21,0.08,11500,1,0,2,1,25,5500,0.1104,150,3.04
4,1,5457,8,35,0.394736842,11900,1,0,2,1,40,8200,0.0618,300,21.54078947
2,3,5772,7,13,0.0831,14000,1,1,3,1,10,9100,0.0951,435,4.796532
3,2,9315,10,22,0.8,9700,1,0,2,1,5,5500,0.1233,60,74.52
2,3,1604,9,15,0.166666667,12400,1,1,3,1,50,9100,0.1135,35,2.673333333
1,2,1924,12,30,0.172413793,8700,1,1,3,1,15,5500,0.0743,220,3.317241379
1,2,792,1,6,0.927083333,25200,1,1,1,1,10,5500,0.1249,50.472,7.3425
2,3,1368,8,7,0.1792,12500,1,1,3,1,10,9100,0.0511,41,2.451456
2,3,7212,6,20,0.344827586,15500,1,1,3,1,15,9100,0.1143,182,24.86896552
2,3,2098,4,7,0.0831,16000,1,0,2,1,10,9100,0.0511,35,1.743438
1,2,550,4,10,0.517241379,17400,1,1,3,2,20,5500,0.2342,60,2.844827586
1,2,2213,6,11,0.25862069,15500,1,1,3,1,15,5500,0.0552,68.698,5.723275862
3,2,4549,9,4,0.1,9900,1,1,3,1,10,5500,0.12,42.06,4.549
4,1,874,2,26,0.0896,20000,1,0,1,1,30,8200,0.0662,100,0.783104
3,2,26,1,32,0.05,18400,1,1,3,2,50,5500,0.0525,1200,0.013
2,3,1604,9,28,0.25862069,12400,1,1,2,1,40,9100,0.107,707,4.148275862
2,3,107371,3,34,0.0277,17000,1,1,3,1,35,9100,0.1934,4823,29.741767
3,2,457,2,29,0.001,17400,1,1,3,1,35,5500,0.1151,71,0.00457
1,2,4414,8,26,0.25862069,12500,1,1,3,1,20,5500,0.0662,230,11.41551724
1,2,1800,13,25,0.1719,8300,1,1,3,1,10,5500,0.0342,250,3.0942
1,2,1800,13,4,0.1719,8300,1,0,2,1,10,5500,0.1244,21.03,3.0942
3,2,9315,10,34,0.11,9700,1,0,1,1,35,5500,0.1934,1706,10.2465
1,2,747,3,5,0.1724,19300,1,1,3,2,20,5500,0.1053,37.854,1.287828
4,1,1289,9,36,0.026315789,11500,1,1,3,2,250,8200,0.1,3281,0.339210526
4,1,874,2,17,0.263157895,20000,1,1,3,2,35,8200,0.1275,86,2.3
4,1,2392,5,25,0.0277,13800,1,1,3,2,10,8200,0.0342,350,0.662584
3,2,814,13,13,0.4,7500,1,1,3,1,10,5500,0.0951,39.957,3.256
3,2,273,14,4,0.4,7050,0,1,1,1,10,5500,0.12,24.535,1.092
3,2,3571,11,27,0.13,8500,1,0,1,1,30,5500,0.4333,100,4.6423
4,1,146,1,28,0.328947368,20500,1,0,2,1,40,8200,0.107,80,0.480263158
2,3,686,1,35,0.0554,19500,1,0,2,1,40,9100,0.0618,487.195,0.380044
1,2,2213,6,6,0.51490162,15500,0,1,1,1,10,5500,0.1249,14.02,11.39477286
1,2,2031,10,30,0.172413793,10700,1,0,2,1,15,5500,0.0743,100,3.501724138
1,2,550,4,32,0.001,17400,1,1,3,2,30,5500,0.0525,278.297,0.0055
2,3,1368,8,13,0.0896,12500,0,1,1,1,10,9100,0.0951,100,1.225728
4,1,1289,9,17,0.263157895,11500,1,1,3,1,10,8200,0.1275,109,3.392105263
3,2,5864,8,15,0.01,10450,1,0,1,1,100,5500,0.1135,80,0.5864
3,2,273,14,27,0.13,7050,1,0,1,1,30,5500,0.4333,100,0.3549
