car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,online price ,price 
3,2,9315,10,10,0.17,9700,0,1,2,1,10,5500,0.2342,50,50
2,3,2098,4,29,0.0277,16000,1,1,3,2,70,9100,0.1151,200,300
1,2,747,3,33,0.172413793,19300,1,1,3,2,50,5500,0.0554,1073.231,1094
1,2,2031,10,13,0.0859,10700,1,1,3,1,10,5500,0.0951,39.957,98.27
2,3,107371,3,36,0.0277,17000,1,1,3,2,250,9100,0.1,10701.466,7500
2,3,3221,2,23,0.0554,17500,1,0,1,1,15,9100,0.07,150,50
1,2,1516,5,29,0.172413793,16800,1,0,2,1,50,5500,0.1151,44.163,100
2,3,2098,4,31,0.0896,16000,1,1,3,1,30,9100,0.0996,175.951,267
1,2,747,3,7,0.166666667,19300,1,1,3,1,10,5500,0.0511,52.575,37.88
1,2,5071,11,26,0.25862069,9300,1,1,3,1,20,5500,0.0662,230,197.51
2,3,2098,4,17,0.0831,16000,1,0,2,1,10,9100,0.1275,56.08,60
1,2,1951,7,25,0.1719,14300,1,1,3,1,10,5500,0.0342,250,300
3,2,273,14,28,0.8,7050,1,1,3,2,80,5500,0.107,205,536
4,1,1055,3,20,0.344827586,15700,1,1,3,1,20,8200,0.1143,246,920
3,2,5864,8,4,0.1,10450,1,1,3,2,20,5500,0.12,42.06,50
3,2,814,13,25,0.1719,7500,1,0,2,1,10,5500,0.0342,100,40
1,2,1800,13,16,0.0859,8300,1,1,3,2,20,5500,0.0912,180.157,129.33
4,1,5457,8,11,0.197368421,11900,1,0,2,1,15,8200,0.0552,50,25
3,2,5937,7,5,0.64,11050,1,0,2,1,10,5500,0.1053,37.854,20
1,2,350,2,33,0.172413793,23100,1,1,3,2,50,5500,0.0554,1082.344,1531.15
3,2,457,2,4,0.1,17400,1,1,3,2,20,5500,0.12,56.08,50
3,2,3800,6,31,0.07,11500,1,0,1,1,35,5500,0.0996,170,180
4,1,874,2,20,0.344827586,20000,1,0,1,1,25,8200,0.1143,100,110
1,2,792,1,4,0.1724,25200,0,1,1,1,10,5500,0.1244,24.535,20
3,2,3003,12,6,0.8,7950,0,1,2,1,10,5500,0.1249,14.02,30
2,3,5772,7,29,0.0277,14000,1,0,1,1,50,9100,0.1151,150,200
2,3,5772,7,25,0.0277,14000,1,1,3,2,20,9100,0.0342,150,300
3,2,3003,12,23,0.08,7950,1,1,3,2,40,5500,0.07,328,257
1,2,1516,5,17,0.1724,16800,0,1,2,1,10,5500,0.1275,49.07,70
4,1,2720,7,15,0.065789474,12000,1,1,3,1,100,8200,0.1135,124,120
2,3,1368,8,26,0.0896,12500,1,1,3,1,20,9100,0.0662,385,400
3,2,698,15,6,0.8,6600,1,1,1,1,10,5500,0.1249,15,25
4,1,2720,7,6,0.858333333,12000,1,1,3,2,20,8200,0.1249,33,42
4,1,2720,7,34,0.263157895,12000,1,1,3,1,30,8200,0.1934,3020,5000
1,2,792,1,31,0.25862069,25200,1,1,3,2,50,5500,0.0996,100,596.44
2,3,5772,7,1,0.3047,14000,0,1,1,1,0,9100,0.0229,2,1
2,3,3221,2,8,0.0831,17500,1,1,3,1,10,9100,0.0924,37.153,55
1,2,4414,8,26,0.25862069,12500,1,1,3,2,40,5500,0.0662,230,197.51
3,2,3571,11,7,0.2,8500,1,0,1,1,5,5500,0.0511,30,15
1,2,1924,12,22,0.166666667,8700,1,0,2,1,40,5500,0.1233,30,50
1,2,1516,5,21,0.431034483,16800,1,0,1,1,20,5500,0.1104,84.12,160
1,2,2031,10,21,0.5159,10700,0,1,2,1,20,5500,0.1104,98.14,100
3,2,3003,12,31,0.4,7950,1,0,2,1,35,5500,0.0996,150,130
4,1,2632,6,31,0.0896,13700,1,0,2,1,35,8200,0.0996,100,170
2,3,2757,5,36,0.0277,16000,1,0,2,1,150,9100,0.1,1752.5,550
3,2,9315,10,36,0.001,9700,1,0,2,1,100,5500,0.1,2000,450
4,1,2392,5,14,0.263157895,13800,1,0,2,1,15,8200,0.1249,40,50
3,2,5864,8,4,0.1,10450,1,1,1,1,10,5500,0.12,42.06,50
3,2,5864,8,34,0.11,10450,1,1,3,1,35,5500,0.1934,1706,3162
4,1,146,1,29,0.0277,20500,1,1,3,2,70,8200,0.1151,499,1500
1,2,1951,7,21,0.431034483,14300,1,1,3,1,20,5500,0.1104,182.26,215.65
1,2,5071,11,28,0.25862069,9300,1,0,1,1,100,5500,0.107,140.2,130
3,2,5864,8,18,0.8,10450,1,1,3,2,40,5500,0.1417,90,230
4,1,1841,4,22,0.131578947,15000,1,0,2,1,10,8200,0.1233,40,80
4,1,1055,3,32,0.263157895,15700,1,0,1,1,20,8200,0.0525,100,270
2,3,107371,3,9,0.0831,17000,1,1,2,1,10,9100,0.06,60,60
1,2,1800,13,21,0.5159,8300,1,0,1,1,20,5500,0.1104,70,70
4,1,146,1,9,0.263157895,20500,1,1,3,1,15,8200,0.06,39,30
3,2,26,1,34,0.11,18400,1,0,1,1,35,5500,0.1934,1808,1400
2,3,2009,10,20,0.344827586,11900,1,0,1,1,15,9100,0.1143,30,50
3,2,3995,5,22,0.8,13000,1,1,3,2,10,5500,0.1233,60,168
2,3,3221,2,16,0.0554,17500,1,1,3,2,20,9100,0.0912,180.157,180
1,2,747,3,32,0.001,19300,0,1,1,1,20,5500,0.0525,146.509,300
1,2,2315,9,18,0.4299,12000,1,1,3,2,20,5500,0.1417,160,200
3,2,3003,12,3,0.4,7950,1,1,3,1,5,5500,0.0563,30,37
4,1,2632,6,4,0.263157895,13700,1,0,1,1,10,8200,0.1244,10,10
2,3,107371,3,21,0.0831,17000,0,1,1,1,20,9100,0.1104,35,150
4,1,146,1,26,0.0896,20500,1,0,1,1,30,8200,0.0662,100,150
3,2,814,13,4,0.4,7500,0,1,2,1,10,5500,0.12,24.535,10
3,2,1562,4,26,0.13,14800,1,1,3,2,40,5500,0.0662,207.496,250
3,2,3003,12,27,0.13,7950,1,0,2,1,30,5500,0.4333,100,60
3,2,3800,6,23,0.08,11500,1,0,2,1,15,5500,0.07,100,15
4,1,1841,4,14,0.263157895,15000,1,1,3,2,30,8200,0.1249,77,455
4,1,1841,4,4,0.263157895,15000,1,0,2,1,10,8200,0.1244,10,20
1,2,1800,13,20,0.7738,8300,1,0,1,1,15,5500,0.1143,90,60
1,2,747,3,5,0.1724,19300,1,0,1,1,10,5500,0.1053,37.854,50
4,1,1055,3,14,0.263157895,15700,1,1,3,2,30,8200,0.1249,77,455
1,2,2213,6,19,0.25862069,15500,1,1,3,2,20,5500,0.1417,151,150
2,3,5772,7,14,0.1108,14000,1,0,1,1,15,9100,0.1249,42.06,30
2,3,5772,7,18,0.0831,14000,1,1,3,1,10,9100,0.1417,130,230
4,1,2720,7,9,0.263157895,12000,1,1,3,1,10,8200,0.06,27,18
3,2,26,1,9,0.7,18400,1,0,2,1,10,5500,0.06,40,40
4,1,5457,8,18,0.526315789,11900,1,1,3,1,15,8200,0.1417,230,220
1,2,1951,7,11,0.25862069,14300,0,1,1,1,15,5500,0.0552,42.06,60
3,2,814,13,20,0.6,7500,1,1,3,1,20,5500,0.1143,46.09,80
2,3,7212,6,2,1.568530702,15500,0,1,1,1,3,9100,0.03,7,7
1,2,2315,9,32,0.001,12000,1,1,3,1,20,5500,0.0525,777,640
3,2,698,15,18,0.8,6600,1,1,3,1,15,5500,0.1417,70,220
4,1,5457,8,25,0.0277,11900,1,1,3,1,5,8200,0.0342,350,500
1,2,4414,8,9,0.3439,12500,0,1,2,1,10,5500,0.06,30,70
1,2,4414,8,22,0.166666667,12500,1,1,3,1,40,5500,0.1233,100,120
3,2,9315,10,28,0.06,9700,1,0,1,1,40,5500,0.107,100,140
1,2,747,3,28,0.25862069,19300,1,1,2,1,100,5500,0.107,351.902,380
2,3,107371,3,7,0.0831,17000,1,1,2,1,10,9100,0.0511,59,50
3,2,26,1,23,0.08,18400,1,1,3,1,15,5500,0.07,451,247
4,1,2632,6,1,0.448,13700,1,1,3,2,1,8200,0.0229,19,10
2,3,1604,9,25,0.0277,12400,1,1,3,2,20,9100,0.0342,198,300
3,2,698,15,6,0.8,6600,1,1,3,2,20,5500,0.1249,15,50
3,2,3995,5,11,0.02,13000,1,0,1,1,20,5500,0.0552,50,25
3,2,3571,11,35,0.8,8500,1,0,2,1,20,5500,0.0618,700,170
2,3,1368,8,27,0.0896,12500,1,1,3,2,30,9100,0.4333,13350,413
3,2,3800,6,27,0.13,11500,1,0,2,1,30,5500,0.4333,100,160
2,3,1368,8,10,0.985663082,12500,1,1,3,1,10,9100,0.2342,60,90
4,1,1055,3,26,0.0896,15700,1,1,3,2,60,8200,0.0662,253,530
2,3,5772,7,8,0.0831,14000,1,1,2,1,10,9100,0.0924,37.153,15
3,2,26,1,29,0.001,18400,1,1,3,1,35,5500,0.1151,71,180
3,2,3003,12,6,0.8,7950,0,1,1,1,10,5500,0.1249,14.02,25
3,2,26,1,12,0.7,18400,1,1,3,2,30,5500,0.1297,70,143
2,3,2009,10,13,0.0896,11900,1,1,2,1,10,9100,0.0951,122,267
3,2,3800,6,11,0.02,11500,1,0,2,1,20,5500,0.0552,50,20
1,2,2315,9,18,0.4299,12000,1,0,1,1,10,5500,0.1417,50,70
3,2,5864,8,36,0.001,10450,1,1,3,2,240,5500,0.1,6120,7716
4,1,2720,7,35,0.394736842,12000,1,0,1,1,40,8200,0.0618,300,100
3,2,5937,7,28,0.06,11050,1,0,2,1,40,5500,0.107,100,100
1,2,4414,8,25,0.1719,12500,1,0,2,1,10,5500,0.0342,100,60
2,3,2757,5,28,0.25862069,16000,1,1,1,1,40,9100,0.107,1124,350
3,2,26,1,15,0.01,18400,1,0,1,1,100,5500,0.1135,80,80
2,3,686,1,16,0.0554,19500,1,0,1,1,10,9100,0.0912,60,50
4,1,2632,6,21,0.131578947,13700,1,0,1,1,20,8200,0.1104,40,50
4,1,1289,9,34,0.263157895,11500,1,1,3,2,60,8200,0.1934,3020,5000
1,2,1951,7,10,0.517241379,14300,1,1,3,2,20,5500,0.2342,60,100
1,2,550,4,33,0.172413793,17400,1,0,2,1,40,5500,0.0554,490.7,350
2,3,1368,8,34,0.3584,12500,1,0,2,1,30,9100,0.1934,500,350
4,1,2632,6,27,0.065789474,13700,1,1,3,2,50,8200,0.4333,414,413
4,1,5457,8,17,0.263157895,11900,1,1,3,1,10,8200,0.1275,109,300
3,2,3003,12,4,0.4,7950,1,1,3,2,20,5500,0.12,42.06,50
2,3,3221,2,35,0.0554,17500,1,0,1,1,40,9100,0.0618,487.195,90
3,2,3995,5,22,0.8,13000,1,0,1,1,5,5500,0.1233,60,40
1,2,1951,7,13,0.0859,14300,1,0,2,1,10,5500,0.0951,21.03,25
4,1,2632,6,16,0.328947368,13700,1,1,3,2,40,8200,0.0912,152,160
4,1,2720,7,9,0.263157895,12000,1,0,2,1,10,8200,0.06,10,15
1,2,1951,7,34,0.603448276,14300,1,0,2,1,40,5500,0.1934,1051.5,250
3,2,814,13,4,0.4,7500,1,1,3,2,20,5500,0.12,42.06,50
3,2,4549,9,32,0.05,9900,1,1,3,1,20,5500,0.0525,1200,1377
2,3,7212,6,6,0.470559211,15500,1,1,3,1,10,9100,0.1249,24,35
2,3,2757,5,10,0.1939,16000,1,1,3,1,10,9100,0.2342,60,90
2,3,686,1,35,0.0554,19500,1,0,1,1,40,9100,0.0618,487.195,90
1,2,792,1,14,0.333333333,25200,1,0,1,1,15,5500,0.1249,42.06,120
2,3,3221,2,12,0.0896,17500,0,1,1,1,15,9100,0.1297,40,40
1,2,2031,10,31,0.1719,10700,1,0,2,1,30,5500,0.0996,80.615,150
2,3,2098,4,11,0.0554,16000,1,1,1,1,15,9100,0.0552,86,104
1,2,1924,12,26,0.25862069,8700,1,1,3,1,20,5500,0.0662,230,197.51
4,1,2632,6,9,0.263157895,13700,1,0,2,1,10,8200,0.06,10,15
2,3,2757,5,7,0.0831,16000,1,1,1,1,10,9100,0.0511,59,50
1,2,550,4,26,0.25862069,17400,1,1,3,1,20,5500,0.0662,207.496,197.51
3,2,3800,6,16,0.08,11500,1,0,1,1,10,5500,0.0912,30,80
1,2,2031,10,19,0.4299,10700,1,1,3,1,10,5500,0.1417,130,150
3,2,3995,5,28,0.06,13000,1,1,3,2,80,5500,0.107,205,478
1,2,2213,6,16,0.25862069,15500,1,1,3,1,10,5500,0.0912,180.157,129.33
4,1,2392,5,26,0.0896,13800,1,0,1,1,30,8200,0.0662,20,100
3,2,273,14,3,0.4,7050,1,1,3,1,5,5500,0.0563,30,37
2,3,1368,8,9,0.1792,12500,1,1,1,1,10,9100,0.06,41,50
1,2,350,2,21,0.166666667,23100,0,1,2,1,20,5500,0.1104,119.17,140
4,1,5457,8,4,0.263157895,11900,1,1,3,1,10,8200,0.1244,28,35
1,2,550,4,17,0.1724,17400,1,1,3,1,10,5500,0.1275,100.243,167.16
4,1,874,2,23,0.263157895,20000,1,1,3,1,15,8200,0.07,225,330
1,2,747,3,32,0.001,19300,1,0,1,1,20,5500,0.0525,105.15,200
3,2,3800,6,20,0.28,11500,1,1,3,1,25,5500,0.1143,184,204
2,3,686,1,13,0.0831,19500,1,0,1,1,10,9100,0.0951,70,130
4,1,874,2,3,0.263157895,20000,1,0,1,1,40,8200,0.0563,10,15
1,2,5071,11,26,0.25862069,9300,1,0,2,1,20,5500,0.0662,115,50
2,3,3221,2,13,0.0831,17500,1,1,2,1,10,9100,0.0951,435,193
1,2,792,1,14,0.333333333,25200,1,1,1,1,15,5500,0.1249,89.027,119.6
2,3,2757,5,29,0.0277,16000,1,0,1,1,50,9100,0.1151,150,200
1,2,5071,11,19,0.1719,9300,1,0,1,1,10,5500,0.1417,50,70
2,3,1368,8,31,0.0896,12500,1,0,1,1,30,9100,0.0996,178.054,267
2,3,1604,9,4,0.1724,12400,0,1,2,1,10,9100,0.1244,24.535,20
2,3,1604,9,2,3.193287037,12400,1,1,3,1,3,9100,0.03,14,10
3,2,273,14,32,0.4,7050,1,1,3,2,50,5500,0.0525,426,1200
2,3,3221,2,20,0.344827586,17500,1,1,3,1,15,9100,0.1143,182,75
2,3,1368,8,4,0.1724,12500,1,1,3,2,20,9100,0.1244,56.08,39.43
1,2,747,3,5,0.1724,19300,1,1,2,1,10,5500,0.1053,37.854,50
3,2,3800,6,19,0.11,11500,1,0,1,1,20,5500,0.1417,90,70
3,2,4549,9,9,0.17,9900,0,1,1,1,10,5500,0.06,35.05,70
1,2,4414,8,5,0.1719,12500,1,1,3,2,20,5500,0.1053,39,47
2,3,2098,4,20,0.344827586,16000,1,1,3,1,15,9100,0.1143,182,75
2,3,2757,5,6,0.470559211,16000,1,1,3,2,20,9100,0.1249,24,45
3,2,1523,3,23,0.08,15300,1,0,2,1,15,5500,0.07,130,25
1,2,1924,12,17,0.1719,8700,1,1,1,1,10,5500,0.1275,110,170
1,2,2213,6,5,0.1724,15500,1,0,2,1,10,5500,0.1053,37.854,40
2,3,2009,10,2,3.193287037,11900,1,1,3,2,10,9100,0.03,14,10
4,1,1055,3,28,0.328947368,15700,1,0,2,1,40,8200,0.107,100,100
1,2,1951,7,10,0.517241379,14300,1,1,3,1,10,5500,0.2342,60,100
1,2,1951,7,11,0.25862069,14300,1,1,3,2,30,5500,0.0552,68.698,98.05
2,3,2098,4,33,0.0831,16000,1,1,3,1,40,9100,0.0554,394,400
2,3,2098,4,13,0.0831,16000,1,1,3,1,10,9100,0.0951,435,193
1,2,2213,6,17,0.1724,15500,1,1,3,2,20,5500,0.1275,100.243,167.16
4,1,1289,9,20,0.344827586,11500,1,0,1,1,20,8200,0.1143,100,50
2,3,2757,5,4,0.1724,16000,1,0,1,1,10,9100,0.1244,21.03,20
4,1,5457,8,11,0.197368421,11900,1,1,3,2,30,8200,0.0552,93,130
3,2,814,13,27,0.13,7500,1,1,3,2,50,5500,0.4333,413,380
1,2,747,3,14,0.344827586,19300,1,0,1,1,15,5500,0.1249,42.06,80
1,2,747,3,6,0.51490162,19300,0,1,1,1,10,5500,0.1249,14.02,25
1,2,2213,6,4,0.1724,15500,1,1,3,2,20,5500,0.1244,42.06,39.43
3,2,26,1,6,0.85,18400,1,1,2,1,10,5500,0.1249,50.472,40
2,3,686,1,6,0.470559211,19500,1,1,1,1,10,9100,0.1249,24,38
1,2,550,4,13,0.0859,17400,1,1,3,1,10,5500,0.0951,39.957,98.27
2,3,7212,6,32,0.7168,15500,1,0,2,1,20,9100,0.0525,100,40
3,2,5937,7,23,0.08,11050,1,0,2,1,15,5500,0.07,100,15
1,2,4414,8,36,0.4299,12500,1,1,3,1,120,5500,0.1,6776,7000
1,2,2031,10,31,0.1719,10700,1,1,3,2,50,5500,0.0996,171.044,353.83
1,2,1924,12,4,0.1719,8700,1,1,3,2,20,5500,0.1244,42.06,39.43
3,2,26,1,25,0.1719,18400,1,1,3,2,20,5500,0.0342,250,718
1,2,550,4,19,0.25862069,17400,1,0,2,1,10,5500,0.1417,50,50
2,3,3221,2,35,0.0554,17500,1,1,2,1,40,9100,0.0618,3370.408,4991.18
2,3,2098,4,9,0.0831,16000,1,1,1,1,10,9100,0.06,60,60
1,2,5071,11,35,0.2579,9300,1,1,3,2,60,5500,0.0618,3180,4991.18
1,2,4414,8,24,0.0862,12500,1,1,2,1,10,5500,0.1275,99.542,100
1,2,550,4,8,0.086206897,17400,1,1,3,2,20,5500,0.0924,37.153,48.09
2,3,2757,5,8,0.0831,16000,1,1,3,1,10,9100,0.0924,37.153,55
4,1,1841,4,15,0.065789474,15000,1,0,1,1,50,8200,0.1135,40,60
3,2,3003,12,25,0.1719,7950,1,1,3,2,20,5500,0.0342,250,718
3,2,5864,8,4,0.1,10450,1,0,2,1,10,5500,0.12,21.03,20
1,2,792,1,17,0.1724,25200,1,1,1,1,10,5500,0.1275,103.748,170
2,3,107371,3,35,0.0554,17000,1,1,3,2,60,9100,0.0618,3370.408,4991.18
3,2,3800,6,20,0.28,11500,1,1,3,2,50,5500,0.1143,184,204
3,2,698,15,19,0.11,6600,1,1,3,1,15,5500,0.1417,140,230
1,2,747,3,5,0.1724,19300,1,0,2,1,10,5500,0.1053,37.854,40
1,2,1516,5,31,0.25862069,16800,1,1,1,1,30,5500,0.0996,171.044,320
1,2,2031,10,17,0.1719,10700,1,1,3,2,20,5500,0.1275,110,167.16
3,2,698,15,9,0.12,6600,1,1,3,1,10,5500,0.06,65,60
2,3,1604,9,32,0.7168,12400,1,1,3,2,30,9100,0.0525,218,200
2,3,686,1,31,0.0896,19500,1,1,1,1,30,9100,0.0996,175.951,400
4,1,5457,8,36,0.026315789,11900,1,0,1,1,150,8200,0.1,1000,950
3,2,26,1,10,0.13,18400,1,1,3,2,20,5500,0.2342,100,100
1,2,1800,13,15,0.166666667,8300,1,1,3,1,100,5500,0.1135,15,121.53
2,3,107371,3,9,0.0831,17000,1,1,3,1,10,9100,0.06,60,60
3,2,1523,3,6,0.85,15300,0,1,2,1,10,5500,0.1249,14.02,30
1,2,792,1,9,0.166666667,25200,1,1,1,1,10,5500,0.06,53.276,40
4,1,1841,4,19,0.328947368,15000,1,1,3,1,15,8200,0.1417,100,240
2,3,5772,7,32,0.7168,14000,1,1,3,2,30,9100,0.0525,254,200
4,1,2720,7,7,0.197368421,12000,1,1,3,2,15,8200,0.0511,104,120
4,1,2720,7,23,0.263157895,12000,1,1,3,2,30,8200,0.07,200,290
1,2,1800,13,6,0.645833333,8300,0,1,1,1,10,5500,0.1249,14.02,25
2,3,1368,8,28,0.25862069,12500,1,1,3,2,150,9100,0.107,707,300
4,1,2720,7,20,0.344827586,12000,1,0,1,1,20,8200,0.1143,100,50
2,3,1368,8,25,0.0277,12500,1,1,3,2,20,9100,0.0342,198,300
2,3,3221,2,2,1.568530702,17500,0,1,2,1,3,9100,0.03,7,7
2,3,1368,8,18,0.448,12500,1,0,1,1,10,9100,0.1417,70,50
1,2,2315,9,27,0.4299,12000,1,0,1,1,10,5500,0.4333,100,60
2,3,2098,4,22,0.554,16000,1,1,3,2,20,9100,0.1233,110,555
1,2,1924,12,29,0.0859,8700,1,0,1,1,50,5500,0.1151,44.163,140
1,2,1800,13,25,0.1719,8300,1,0,2,1,10,5500,0.0342,100,60
3,2,814,13,6,0.8,7500,0,1,1,1,10,5500,0.1249,14.02,25
3,2,457,2,4,0.1,17400,1,0,2,1,10,5500,0.12,21.03,30
1,2,4414,8,21,0.5159,12500,1,0,1,1,20,5500,0.1104,70,70
3,2,698,15,20,0.6,6600,1,0,1,1,20,5500,0.1143,30,40
4,1,1841,3,1,0.448,13880.12032,1,1,3,2,1,8200,0.0229,19,10
2,3,686,1,6,0.470559211,19500,0,1,1,1,10,9100,0.1249,24,38
1,2,1516,5,24,0.0862,16800,1,1,1,1,10,5500,0.1275,99.542,100
4,1,874,2,19,0.328947368,20000,1,0,2,1,30,8200,0.1417,70,120
3,2,3003,12,16,0.2,7950,1,1,3,1,10,5500,0.0912,45,105
2,3,1368,8,11,0.6272,12500,1,1,3,2,30,9100,0.0552,86,157
1,2,350,2,11,0.166666667,23100,1,0,1,1,15,5500,0.0552,28.04,60
1,2,1800,13,14,0.0859,8300,1,1,2,1,15,5500,0.1249,89.027,119.6
3,2,3800,6,21,0.08,11500,1,0,2,1,25,5500,0.1104,150,120
4,1,5457,8,35,0.394736842,11900,1,0,2,1,40,8200,0.0618,300,120
2,3,5772,7,13,0.0831,14000,1,1,3,1,10,9100,0.0951,435,193
3,2,9315,10,22,0.8,9700,1,0,2,1,5,5500,0.1233,60,30
2,3,1604,9,15,0.166666667,12400,1,1,3,1,50,9100,0.1135,35,70
1,2,1924,12,30,0.172413793,8700,1,1,3,1,15,5500,0.0743,220,25
1,2,792,1,6,0.927083333,25200,1,1,1,1,10,5500,0.1249,50.472,30
2,3,1368,8,7,0.1792,12500,1,1,3,1,10,9100,0.0511,41,50
2,3,7212,6,20,0.344827586,15500,1,1,3,1,15,9100,0.1143,182,75
2,3,2098,4,7,0.0831,16000,1,0,2,1,10,9100,0.0511,35,15
1,2,550,4,10,0.517241379,17400,1,1,3,2,20,5500,0.2342,60,100
1,2,2213,6,11,0.25862069,15500,1,1,3,1,15,5500,0.0552,68.698,98.05
3,2,4549,9,4,0.1,9900,1,1,3,1,10,5500,0.12,42.06,50
4,1,874,2,26,0.0896,20000,1,0,1,1,30,8200,0.0662,100,150
3,2,26,1,32,0.05,18400,1,1,3,2,50,5500,0.0525,1200,1379
2,3,1604,9,28,0.25862069,12400,1,1,2,1,40,9100,0.107,707,300
2,3,107371,3,34,0.0277,17000,1,1,3,1,35,9100,0.1934,4823,5000
3,2,457,2,29,0.001,17400,1,1,3,1,35,5500,0.1151,71,180
1,2,4414,8,26,0.25862069,12500,1,1,3,1,20,5500,0.0662,230,197.51
1,2,1800,13,25,0.1719,8300,1,1,3,1,10,5500,0.0342,250,300
1,2,1800,13,4,0.1719,8300,1,0,2,1,10,5500,0.1244,21.03,20
3,2,9315,10,34,0.11,9700,1,0,1,1,35,5500,0.1934,1706,1000
1,2,747,3,5,0.1724,19300,1,1,3,2,20,5500,0.1053,37.854,47
4,1,1289,9,36,0.026315789,11500,1,1,3,2,250,8200,0.1,3281,5500
4,1,874,2,17,0.263157895,20000,1,1,3,2,35,8200,0.1275,86,350
4,1,2392,5,25,0.0277,13800,1,1,3,2,10,8200,0.0342,350,500
3,2,814,13,13,0.4,7500,1,1,3,1,10,5500,0.0951,39.957,90
3,2,273,14,4,0.4,7050,0,1,1,1,10,5500,0.12,24.535,10
3,2,3571,11,27,0.13,8500,1,0,1,1,30,5500,0.4333,100,50
4,1,146,1,28,0.328947368,20500,1,0,2,1,40,8200,0.107,80,100
2,3,686,1,35,0.0554,19500,1,0,2,1,40,9100,0.0618,487.195,90
1,2,2213,6,6,0.51490162,15500,0,1,1,1,10,5500,0.1249,14.02,25
1,2,2031,10,30,0.172413793,10700,1,0,2,1,15,5500,0.0743,100,150
1,2,550,4,32,0.001,17400,1,1,3,2,30,5500,0.0525,278.297,640
2,3,1368,8,13,0.0896,12500,0,1,1,1,10,9100,0.0951,100,150
4,1,1289,9,17,0.263157895,11500,1,1,3,1,10,8200,0.1275,109,300
3,2,5864,8,15,0.01,10450,1,0,1,1,100,5500,0.1135,80,50
3,2,273,14,27,0.13,7050,1,0,1,1,30,5500,0.4333,100,50
2,3,107371,3,6,0.470559211,17000,1,1,1,1,10,9100,0.1249,24,38
3,2,457,2,20,0.28,17400,1,1,3,2,50,5500,0.1143,184,204
2,3,5772,7,20,0.344827586,14000,1,1,3,1,15,9100,0.1143,182,75
4,1,1055,3,29,0.0277,15700,1,0,1,1,50,8200,0.1151,150,200
1,2,550,4,12,0.43,17400,1,1,3,2,30,5500,0.1297,70,100
4,1,5457,8,27,0.065789474,11900,1,0,1,1,30,8200,0.4333,200,100
2,3,2757,5,26,0.0896,16000,1,1,3,2,40,9100,0.0662,462,530
3,2,457,2,35,0.13,17400,1,0,2,1,20,5500,0.0618,600,350
1,2,2031,10,24,0.0862,10700,1,0,1,1,10,5500,0.1275,56.08,60
1,2,1951,7,27,0.4299,14300,1,1,3,1,10,5500,0.4333,395,500
3,2,3995,5,33,0.1,13000,1,1,3,1,60,5500,0.0554,1380,1846
2,3,107371,3,25,0.0277,17000,1,0,2,1,10,9100,0.0342,100,90
1,2,792,1,20,0.344827586,25200,1,1,3,2,30,5500,0.1143,89.728,170
4,1,1841,4,26,0.0896,15000,1,0,1,1,30,8200,0.0662,100,150
3,2,457,2,5,0.69,17400,1,0,1,1,10,5500,0.1053,37.854,60
3,2,3571,11,16,0.2,8500,1,0,2,1,10,5500,0.0912,30,30
1,2,5071,11,11,0.4299,9300,0,1,2,1,15,5500,0.0552,42.06,60
1,2,1951,7,6,0.51490162,14300,1,1,2,1,10,5500,0.1249,50.472,30
3,2,3571,11,3,0.4,8500,1,0,1,1,5,5500,0.0563,25,10
3,2,5937,7,18,0.8,11050,1,0,1,1,20,5500,0.1417,50,70
1,2,2031,10,35,0.2579,10700,1,1,2,1,40,5500,0.0618,3180,4991.18
3,2,1562,4,13,0.07,14800,1,0,2,1,10,5500,0.0951,21.03,50
2,3,2757,5,30,0.172413793,16000,1,1,3,2,30,9100,0.0743,220,800
4,1,5457,8,34,0.263157895,11900,1,0,1,1,30,8200,0.1934,1500,600
3,2,5864,8,20,0.28,10450,1,0,2,1,25,5500,0.1143,50,40
3,2,1523,3,23,0.08,15300,1,0,1,1,15,5500,0.07,130,80
3,2,814,13,31,0.4,7500,0,1,1,1,30,5500,0.0996,70.1,150
3,2,698,15,13,0.4,6600,1,1,1,1,10,5500,0.0951,39.957,90
1,2,2213,6,24,0.0862,15500,1,0,1,1,10,5500,0.1275,56.08,60
3,2,3800,6,9,0.17,11500,1,0,1,1,10,5500,0.06,30,40
1,2,2315,9,2,3.229166667,12000,1,1,3,2,10,5500,0.03,22,15
1,2,2031,10,5,0.1719,10700,1,1,2,1,10,5500,0.1053,39,50
2,3,1368,8,7,0.1792,12500,1,1,1,1,10,9100,0.0511,41,50
2,3,107371,3,15,0.166666667,17000,1,1,3,1,50,9100,0.1135,35,70
1,2,2031,10,23,0.0859,10700,1,1,3,2,30,5500,0.07,300,250
3,2,4549,9,14,0.7,9900,1,1,3,2,50,5500,0.1249,73,125
2,3,7212,6,20,0.344827586,15500,1,0,2,1,15,9100,0.1143,50,50
1,2,1516,5,14,0.344827586,16800,1,1,1,1,15,5500,0.1249,89.027,119.6
3,2,3800,6,8,0.11,11500,1,1,3,2,20,5500,0.09,37.153,48.09
1,2,1800,13,12,0.4299,8300,1,1,3,2,30,5500,0.1297,85,120
3,2,26,1,36,0.001,18400,1,0,1,1,100,5500,0.1,2000,600
